base,modelo,feature,nativa,permutation,permutation_std,tipo,disponibilidade,coef_padronizado,vip
sales_profit,Random Forest,dia_semana_cos,0.002156075717212952,-8.302602562415085,4.136852424844086,interna,-,,
sales_profit,Random Forest,semana_sin,0.017604623107488525,-281.2848430154348,32.46036516438507,interna,-,,
sales_profit,Random Forest,semana_cos,0.012829622327562623,16.82737472341414,8.332949375487843,interna,-,,
sales_profit,Random Forest,transaction_count_lag_7,0.0968719415636613,1236.9368251574747,76.31083152648053,externa,defasada,,
sales_profit,PLS,lag_7,,474.1749100765652,35.26086399760246,interna,-,428.0712187738341,1.2387896635012048
sales_profit,PLS,lag_8,,229.83135689783722,20.411735337011308,interna,-,211.10942558866282,1.1679331682342382
sales_profit,PLS,lag_9,,383.3341608086888,36.984121092309366,interna,-,361.1451751595625,1.1772967617761887
sales_profit,PLS,lag_10,,393.76109404979445,35.80928013813155,interna,-,336.2720387215384,1.1644321227028245
sales_profit,PLS,lag_12,,343.72188097327006,37.19757803189898,interna,-,316.6737487497605,1.17371013813101
sales_profit,PLS,lag_19,,302.47774189099283,34.4006987521613,interna,-,319.46948518915264,1.0444616214178704
sales_profit,PLS,media_4,,595.3044359195944,44.034235453041056,interna,-,414.7396036256084,1.4710760257248103
sales_profit,PLS,desvio_4,,-83.33476330671701,13.735659965684965,interna,-,-186.1687586576758,0.8085037143228557
sales_profit,PLS,media_8,,1059.3000102866984,75.6713716900988,interna,-,629.6591034853645,1.5473367641703524
sales_profit,PLS,desvio_8,,-37.88313693732234,6.327793647437294,interna,-,-67.11429823463077,0.9509126343462687
sales_profit,PLS,media_12,,1166.8383812220807,88.0422163130953,interna,-,669.1804259782832,1.5507907155278235
sales_profit,PLS,desvio_12,,109.42587904219799,19.96114389128894,interna,-,169.58964891723159,1.0150022827789258
sales_profit,PLS,delta_nivel,,-23.526702993224898,35.18580880589069,interna,-,-513.8585447715046,0.5716879772572896
sales_profit,PLS,mes,,-30.509106031673944,7.6337219932990665,interna,-,254.61002555489537,0.6987604354109643
sales_profit,PLS,dia_semana,,-1.2833200172448413,2.0508603475326055,interna,-,-49.04115780186889,0.046331881090021315
sales_profit,PLS,semana,,-34.0218436816056,7.150842504043466,interna,-,234.23747923436048,0.6964879322409858
sales_profit,PLS,mes_sin,,-33.39816084953018,3.5551857432599805,interna,-,-101.82559652091982,0.7996420171852288
sales_profit,PLS,mes_cos,,0.7523036401761601,7.310382956143992,interna,-,-156.12940063705852,0.2602094978263245
sales_profit,PLS,dia_semana_sin,,0.7972992092567438,3.3493707198891847,interna,-,-88.94251690089436,0.07337729863684665
sales_profit,PLS,dia_semana_cos,,-2.7799316641324365,4.28725643324862,interna,-,123.49936354150624,0.10258802555817237
sales_profit,PLS,semana_sin,,-21.934669758346537,2.125583018101325,interna,-,-66.00280774086384,0.7773991544385077
sales_profit,PLS,semana_cos,,-7.365328182711437,6.036380561475,interna,-,-137.41865478684352,0.3307738949328691
sales_profit,PLS,transaction_count_lag_7,,1558.8345864631733,115.614143140344,externa,defasada,1126.6876591969233,1.6125617879638856
brasil_vitorias,Random Forest,lag_1,0.01782078733999565,0.04909565217391347,0.030121422831956957,interna,-,,
brasil_vitorias,Random Forest,lag_2,0.037212452634040515,0.01830434782608683,0.025588560278750644,interna,-,,
brasil_vitorias,Random Forest,lag_3,0.03296687241609476,-0.049844306418219464,0.03628055030095143,interna,-,,
brasil_vitorias,Random Forest,lag_4,0.06350499076867419,-0.02135766045548637,0.024347110788328286,interna,-,,
brasil_vitorias,Random Forest,lag_5,0.03147632717056826,0.020018219461697885,0.04902293763592611,interna,-,,
brasil_vitorias,Random Forest,media_4,0.10444858492631531,0.00285424430641843,0.008746622194732745,interna,-,,
brasil_vitorias,Random Forest,desvio_4,0.07923608604241204,0.03662236024844745,0.03048172192184278,interna,-,,
brasil_vitorias,Random Forest,media_8,0.17979531491169654,0.00476728778467912,0.00792265853043559,interna,-,,
brasil_vitorias,Random Forest,desvio_8,0.10658856768315021,-0.01121853002070412,0.043079661342645986,interna,-,,
brasil_vitorias,Random Forest,media_12,0.0743729229872764,0.017043478260869806,0.021406851896730222,interna,-,,
brasil_vitorias,Random Forest,desvio_12,0.09528141361672818,0.007517598343685217,0.04103987376537843,interna,-,,
brasil_vitorias,Random Forest,delta_nivel,0.04839130425538537,0.008086956521739231,0.0077933753902269115,interna,-,,
brasil_vitorias,Random Forest,dia_semana,0.030275405411133504,0.02061594202898558,0.03173799641496405,interna,-,,
brasil_vitorias,Random Forest,semana,0.007402691349510327,-0.02299999999999982,0.01020017050155867,interna,-,,
brasil_vitorias,Random Forest,dia_semana_sin,0.014387479051651353,-0.051967701863353845,0.026891908250810594,interna,-,,
brasil_vitorias,Random Forest,dia_semana_cos,0.013992838460468277,0.004663975155279498,0.016509640283507317,interna,-,,
brasil_vitorias,Random Forest,semana_sin,0.001047530021327165,-0.017370600414078608,0.01538811069789466,interna,-,,
brasil_vitorias,Random Forest,semana_cos,0.0028145254027557446,0.014869565217391223,0.006774242331673705,interna,-,,
brasil_vitorias,Random Forest,matches_played_lag_1,0.016488833207678664,0.010599792960662446,0.017556781344539172,externa,defasada,,
brasil_vitorias,Random Forest,friendly_matches_lag_1,0.04249507234313743,0.022173913043478467,0.014118501092321501,externa,defasada,,
brasil_vitorias,PLS,lag_1,,-0.0051318570585394685,0.01116585494226386,interna,-,-0.058712097750465646,1.0032160502746024
brasil_vitorias,PLS,lag_2,,0.013262840384305141,0.015097145387856585,interna,-,-0.08356493803926845,0.9113687591217102
brasil_vitorias,PLS,lag_3,,-0.19608669296642028,0.123856761743576,interna,-,0.720715927138148,1.1583072142683015
brasil_vitorias,PLS,lag_4,,-0.07190825208295655,0.12050346277635887,interna,-,0.6109504698429374,1.1148513828583595
brasil_vitorias,PLS,lag_5,,0.08651193262361714,0.17859467272935586,interna,-,-0.7212852452887053,1.0618442711806975
brasil_vitorias,PLS,media_4,,-0.06595261851923304,0.03357554105890935,interna,-,0.3724487167925619,1.2639882409718233
brasil_vitorias,PLS,desvio_4,,-0.04745057771441581,0.023668893717908413,interna,-,0.19651764946934935,0.95669934508144
brasil_vitorias,PLS,media_8,,-0.022543515508876545,0.006343653674271736,interna,-,0.31342657962218473,1.2285250227037205
brasil_vitorias,PLS,desvio_8,,0.06712168702335389,0.13027841685459746,interna,-,0.9223662294228464,1.4224788470548477
brasil_vitorias,PLS,media_12,,-0.008649992418800777,0.006880159932592433,interna,-,0.37596672943141823,1.2364006542840904
brasil_vitorias,PLS,desvio_12,,-0.0017329870458083984,0.0637761112109925,interna,-,0.7063305728102279,1.3663588581959862
brasil_vitorias,PLS,delta_nivel,,-0.09536724832398921,0.06090136773921027,interna,-,0.25202445417580543,0.9390548606938339
brasil_vitorias,PLS,dia_semana,,-0.031034578820280156,0.012890893683701473,interna,-,0.06647469498995982,0.6646233287862623
brasil_vitorias,PLS,semana,,-0.10408827635808952,0.04644557516972613,interna,-,0.21829281776721882,0.6668966476914033
brasil_vitorias,PLS,dia_semana_sin,,-0.23141434367346206,0.12202878569119771,interna,-,-0.5369651999906151,0.7414907787150703
brasil_vitorias,PLS,dia_semana_cos,,-0.032842084449589005,0.08974220926927888,interna,-,0.39748177856434924,0.35283550020868826
brasil_vitorias,PLS,semana_sin,,0.05201312391957069,0.02600656195978576,interna,-,0.09465114251431718,0.6686633437761856
brasil_vitorias,PLS,semana_cos,,0.05201312391957069,0.02600656195978576,interna,-,-0.09465114251431694,0.6686633437761857
brasil_vitorias,PLS,matches_played_lag_1,,-0.005305585036208127,0.08775039093690226,externa,defasada,-0.6111325851071993,1.0311574766552047
brasil_vitorias,PLS,friendly_matches_lag_1,,-0.054716010709731935,0.05674459538823563,externa,defasada,-0.24010892142910711,0.7806992870271421
