Date,target_open,close_lag_1,volume_lag_1
2018-10-02,115.3,115.61,18883079
2018-10-03,115.42,115.15,20787239
2018-10-04,114.61,115.17,16648018
2018-10-05,112.63,112.79,34821717
2018-10-08,111.66,112.13,29068859
2018-10-09,111.14,110.85,29640588
2018-10-10,111.24,112.26,26198594
2018-10-11,105.35,106.16,61376315
2018-10-12,109.01,105.91,63904282
2018-10-15,108.91,109.57,47742109
2018-10-16,109.54,107.6,32068103
2018-10-17,111.68,111.0,31610164
2018-10-18,110.1,110.71,26548243
2018-10-19,108.93,108.5,32506192
2018-10-22,109.32,108.66,32785475
2018-10-23,107.77,109.63,26545607
2018-10-24,108.41,108.1,43770429
2018-10-25,106.55,102.32,63897759
2018-10-26,105.69,108.3,61646819
2018-10-29,108.11,106.96,55523104
2018-10-30,103.66,103.85,55162001
2018-10-31,105.44,103.73,65350878
2018-11-01,107.05,106.81,51062383
2018-11-02,106.48,105.92,33384201
2018-11-05,106.37,106.16,37680194
2018-11-06,107.38,107.51,27922144
2018-11-07,109.44,107.72,24340248
2018-11-08,111.8,111.96,37901704
2018-11-09,110.85,111.75,25644105
2018-11-12,109.42,109.57,32039223
2018-11-13,107.55,106.87,33621807
2018-11-14,108.1,106.94,35374583
2018-11-15,104.99,104.97,39495141
2018-11-16,107.08,107.28,38505165
2018-11-19,108.27,108.29,33502121
2018-11-20,101.8,104.62,44773899
2018-11-21,103.6,101.71,64052457
2018-11-23,102.17,103.11,28130621
2018-11-26,104.79,103.07,13823099
2018-11-27,106.27,106.47,32336165
2018-11-28,107.89,107.14,29124486
2018-11-29,110.33,111.12,46788461
2018-11-30,110.7,110.19,28123195
2018-12-03,113.0,110.89,33665624
2018-12-04,111.94,112.09,34732772
2018-12-06,105.82,108.52,45196984
2018-12-07,108.38,109.19,49107431
2018-12-10,104.8,104.82,45044937
2018-12-11,109.8,107.59,40801525
2018-12-12,110.89,108.59,42381947
2018-12-13,109.58,109.08,36183020
2018-12-14,108.25,109.45,31333362
2018-12-17,105.41,106.03,47043136
2018-12-18,103.75,102.89,56957314
2018-12-19,103.65,103.97,49319196
2018-12-20,103.05,103.69,68198186
2018-12-21,101.63,101.51,70334184
2018-12-24,97.68,98.23,111242070
2018-12-26,95.14,94.13,43935192
2018-12-27,99.3,100.56,51634793
2018-12-28,102.09,101.18,49498509
2018-12-31,101.29,100.39,38169312
2019-01-02,99.55,101.57,33173765
2019-01-03,100.1,101.12,35329345
2019-01-04,99.72,97.4,42578410
2019-01-07,101.64,101.93,44060620
2019-01-08,103.04,102.06,35656136
2019-01-09,103.86,102.8,31514415
2019-01-10,103.22,104.27,32280840
2019-01-11,103.19,103.6,30067556
2019-01-14,101.9,102.8,28314202
2019-01-15,102.51,102.05,28437079
2019-01-16,105.26,105.01,31587616
2019-01-17,105.0,105.38,29853865
2019-01-18,107.46,106.12,28393015
2019-01-22,106.75,107.71,37427587
2019-01-23,106.12,105.68,32371253
2019-01-24,106.86,106.71,25874294
2019-01-25,107.24,106.2,23164838
2019-01-28,106.26,107.17,31218193
2019-01-29,104.88,105.08,29476719
2019-01-30,104.62,102.94,31490547
2019-01-31,103.8,106.38,49471866
2019-02-01,103.78,104.43,55636391
2019-02-04,102.87,102.78,35535690
2019-02-05,106.06,105.74,31315282
2019-02-06,107.0,107.22,27325365
2019-02-07,105.19,106.03,20609759
2019-02-08,104.39,105.27,29760697
2019-02-11,106.2,105.67,21461093
2019-02-12,106.14,105.25,18914123
2019-02-13,107.5,106.89,25056595
2019-02-14,106.31,106.81,18394869
2019-02-15,107.91,106.9,21784703
2019-02-19,107.79,108.22,26606886
2019-02-20,107.86,108.17,18038460
2019-02-21,106.9,107.15,21607671
2019-02-22,110.05,109.41,29063231
2019-02-25,111.76,110.97,27763218
2019-02-26,111.26,111.59,23750599
2019-02-27,111.69,112.36,21536733
2019-02-28,112.04,112.17,21487062
2019-03-01,112.89,112.03,29083934
2019-03-04,113.02,112.53,23501169
2019-03-05,112.25,112.26,26608014
2019-03-06,111.87,111.7,19538318
2019-03-07,111.4,111.75,17686996
2019-03-08,109.16,110.39,25338954
2019-03-11,110.99,110.51,22818430
2019-03-12,112.82,112.83,26491618
2019-03-13,114.13,113.62,26132717
2019-03-14,114.54,114.5,35513771
2019-03-15,115.34,114.59,30763367
2019-03-18,116.17,115.91,54630661
2019-03-19,118.09,117.57,31207596
2019-03-20,117.39,117.65,37588697
2019-03-21,117.14,117.52,28113343
2019-03-22,119.5,120.22,29854446
2019-03-25,116.56,117.05,33624528
2019-03-26,118.62,117.66,27067117
2019-03-27,117.88,117.91,26097665
2019-03-28,117.44,116.77,22733427
2019-03-29,118.07,116.93,18334755
2019-04-01,118.95,117.94,25399752
2019-04-02,119.06,119.02,22789103
2019-04-03,119.86,119.19,18142297
2019-04-04,120.1,119.97,22860744
2019-04-05,119.39,119.36,20112848
2019-04-08,119.81,119.89,15826245
2019-04-09,118.63,119.93,15116186
2019-04-10,119.76,119.28,17611981
2019-04-11,120.54,120.19,16477169
2019-04-12,120.64,120.33,14209121
2019-04-15,120.94,120.95,19745143
2019-04-16,121.64,121.05,15792572
2019-04-17,121.24,120.77,14071787
2019-04-18,122.19,121.77,19300938
2019-04-22,122.62,123.37,27990998
2019-04-23,124.1,123.76,15648724
2019-04-24,125.79,125.44,24025521
2019-04-25,130.06,125.01,31256980
2019-04-26,129.7,129.15,38033892
2019-04-29,129.9,129.89,23654933
2019-04-30,129.81,129.77,16324183
2019-05-01,130.53,130.6,24166503
2019-05-02,127.98,127.88,26821692
2019-05-03,127.36,126.21,27350161
2019-05-06,126.39,128.9,24911126
2019-05-07,126.46,128.15,24239464
2019-05-08,125.44,125.52,36017661
2019-05-09,124.29,125.51,28418996
2019-05-10,124.91,125.5,27235835
2019-05-13,124.11,127.13,30915084
2019-05-14,123.87,123.35,33944923
2019-05-15,124.26,124.73,25266315
2019-05-16,126.75,126.02,24722708
2019-05-17,128.31,128.93,30112216
2019-05-20,126.52,128.07,25770539
2019-05-21,127.43,126.22,23706934
2019-05-22,126.62,126.9,15293260
2019-05-23,126.2,127.67,15396485
2019-05-24,126.91,126.18,23603810
2019-05-28,126.98,126.24,14123358
2019-05-29,125.38,126.16,23128359
2019-05-30,125.26,124.94,22763140
2019-05-31,124.23,125.73,16829613
2019-06-03,123.85,123.68,26646769
2019-06-04,121.28,119.84,37983637
2019-06-05,124.95,123.16,29382642
2019-06-06,126.44,125.83,24926140
2019-06-07,129.19,127.82,21458961
2019-06-10,132.4,131.4,33885588
2019-06-11,133.88,132.6,26477098
2019-06-12,131.4,132.1,23913731
2019-06-13,131.98,131.49,17092464
2019-06-14,132.26,132.32,17200848
2019-06-17,132.63,132.45,17821703
2019-06-18,134.19,132.85,14517785
2019-06-19,135.0,135.16,25934458
2019-06-20,137.45,135.69,23744441
2019-06-21,136.58,136.95,33042592
2019-06-24,137.0,136.97,36727892
2019-06-25,137.25,137.78,20628841
2019-06-26,134.35,133.43,33327420
2019-06-27,134.14,133.93,23657745
2019-06-28,134.57,134.15,16557482
2019-07-01,136.63,133.96,30042969
2019-07-02,136.12,135.68,22654160
2019-07-03,136.8,136.58,15237843
2019-07-05,135.94,137.46,13629296
2019-07-08,136.4,137.06,18141140
2019-07-09,136.0,136.96,16779748
2019-07-10,137.13,136.46,19953097
2019-07-11,138.2,137.85,24204362
2019-07-12,138.85,138.4,22327942
2019-07-15,139.44,138.9,18936832
2019-07-16,138.96,138.9,16651457
2019-07-17,137.7,137.08,22726128
2019-07-18,135.55,136.27,20210956
2019-07-19,140.22,136.42,30808707
2019-07-22,137.41,136.62,48992364
2019-07-23,139.76,138.43,25080760
2019-07-24,138.9,139.29,18034589
2019-07-25,140.43,140.72,20738275
2019-07-26,140.37,140.19,18356883
2019-07-29,141.5,141.34,19037600
2019-07-30,140.14,141.03,16605870
2019-07-31,140.33,140.35,16846528
2019-08-01,137.0,136.27,38598786
2019-08-02,138.09,138.06,40557502
2019-08-05,133.3,136.9,30791624
2019-08-06,133.8,132.21,42749551
2019-08-07,133.79,134.69,32696651
2019-08-08,136.6,135.28,33414539
2019-08-09,138.61,138.89,27496508
2019-08-12,137.07,137.71,23466701
2019-08-13,136.05,135.79,20484348
2019-08-14,136.36,138.6,25496593
2019-08-15,134.39,133.98,32527251
2019-08-16,134.88,133.68,28125416
2019-08-19,137.85,136.13,25026151
2019-08-20,138.21,138.41,24370543
2019-08-21,138.55,137.26,21188998
2019-08-22,138.66,138.79,14982314
2019-08-23,137.19,137.78,18709662
2019-08-26,134.99,133.39,38515386
2019-08-27,136.39,135.45,20325271
2019-08-28,134.88,135.74,23115635
2019-08-29,137.25,135.56,17410828
2019-08-30,139.15,138.12,20179716
2019-09-03,136.61,137.86,23946123
2019-09-04,137.3,136.04,18880773
2019-09-05,139.11,137.63,18015310
2019-09-06,140.03,140.05,26119520
2019-09-09,139.59,139.1,20824504
2019-09-10,136.8,137.52,25773932
2019-09-11,135.91,136.08,28903378
2019-09-12,137.85,136.12,24726117
2019-09-13,137.78,137.52,27009981
2019-09-16,135.83,137.32,23363057
2019-09-17,136.96,136.33,16731440
2019-09-18,137.36,137.39,17976285
2019-09-19,140.3,138.52,24473386
2019-09-20,141.01,141.07,36095413
2019-09-23,139.23,139.44,40040766
2019-09-24,140.36,139.14,17408374
2019-09-25,137.5,137.38,30016670
2019-09-26,139.44,139.36,22544054
2019-09-27,140.15,139.54,17813512
2019-09-30,138.05,137.73,22498958
2019-10-01,139.66,139.03,18430390
2019-10-02,136.25,137.07,22581929
2019-10-03,134.95,134.65,32001763
2019-10-04,136.75,136.28,26379798
2019-10-07,137.14,138.12,23839548
2019-10-08,137.08,137.12,16601284
2019-10-09,137.46,135.67,26783336
2019-10-10,138.49,138.24,20178482
2019-10-11,140.12,139.1,18396605
2019-10-14,139.69,139.68,25551065
2019-10-15,140.06,139.55,13591639
2019-10-16,140.79,141.57,19917762
2019-10-17,140.95,140.41,20841687
2019-10-18,139.76,139.69,22102797
2019-10-21,138.45,137.41,32284428
2019-10-22,138.97,138.43,20716039
2019-10-23,136.88,136.37,27935270
2019-10-24,139.39,137.24,31380309
2019-10-25,139.34,139.94,37278399
2019-10-28,144.4,140.73,25959724
2019-10-29,144.08,144.19,35280137
2019-10-30,143.52,142.83,20589469
2019-10-31,144.9,144.61,18496591
2019-11-01,144.26,143.37,24605135
2019-11-04,144.83,143.72,33128366
2019-11-05,144.97,144.55,16911999
2019-11-06,144.37,144.46,18250172
2019-11-07,143.84,144.06,16575798
2019-11-08,143.98,144.26,17786715
2019-11-11,145.34,145.96,16752939
2019-11-12,146.28,146.11,14370178
2019-11-13,146.74,147.07,18648712
2019-11-14,147.02,147.31,17444230
2019-11-15,148.93,148.06,19755100
2019-11-18,150.07,149.97,23508807
2019-11-19,150.88,150.34,21554762
2019-11-20,150.31,150.39,23960164
2019-11-21,149.4,149.62,25720060
2019-11-22,150.07,149.48,18576083
2019-11-25,150.0,149.59,15841680
2019-11-26,151.36,151.23,22428585
2019-11-27,152.33,152.03,24635100
2019-11-29,152.1,152.32,15201293
2019-12-02,151.81,151.38,11977300
2019-12-03,147.49,149.55,27473616
2019-12-04,150.14,149.31,25192145
2019-12-05,150.05,149.85,17580617
2019-12-06,150.99,149.93,17880601
2019-12-09,150.99,151.75,16410400
2019-12-10,151.29,151.75,101612
2019-12-11,151.54,151.13,16481060
2019-12-12,151.65,151.7,18860001
2019-12-13,153.0,153.24,24645366
2019-12-16,155.11,154.53,23850062
2019-12-17,155.45,155.53,24152770
2019-12-18,154.3,154.69,25443527
2019-12-19,154.0,154.37,24130046
2019-12-20,157.35,155.71,25813825
2019-12-23,158.12,157.41,53599613
2019-12-24,157.48,157.41,17726283
2019-12-26,157.56,157.38,8989150
2019-12-27,159.45,158.67,14526927
2019-12-30,158.99,158.96,18414352
2019-12-31,156.77,157.59,16356720
2020-01-02,158.78,157.7,18393383
2020-01-03,158.32,160.62,22634546
2020-01-06,157.08,158.62,21121681
2020-01-07,159.32,159.03,20826702
2020-01-08,158.93,157.58,21881740
2020-01-09,161.84,160.09,27762026
2020-01-10,162.82,162.09,21399951
2020-01-13,161.76,161.34,20733946
2020-01-14,163.39,163.28,21637007
2020-01-15,162.62,162.13,23500783
2020-01-16,164.35,163.18,21417871
2020-01-17,167.42,166.17,23865360
2020-01-21,166.68,167.1,34371659
2020-01-22,167.4,166.5,29517191
2020-01-23,166.19,165.7,24138777
2020-01-24,167.51,166.72,19680766
2020-01-27,161.15,165.04,24918117
2020-01-28,163.78,162.28,32078067
2020-01-29,167.84,165.46,24899940
2020-01-30,174.05,168.04,35127771
2020-01-31,172.21,172.78,51597470
2020-02-03,170.43,170.23,36142690
2020-02-04,177.14,174.38,30149052
2020-02-05,184.03,180.12,36433339
2020-02-06,180.97,179.9,39186324
2020-02-07,182.85,183.63,27751381
2020-02-10,183.58,183.89,33529074
2020-02-11,190.65,188.7,35844267
2020-02-12,185.58,184.44,53159906
2020-02-13,183.08,184.71,47062921
2020-02-14,183.25,183.71,35295834
2020-02-18,185.61,185.35,23149516
2020-02-19,188.06,187.23,27853113
2020-02-20,186.95,187.28,29997471
2020-02-21,183.17,184.42,36862376
2020-02-24,167.77,178.59,48600385
2020-02-25,174.2,170.89,68311066
2020-02-26,169.71,168.07,68073295
2020-02-27,163.32,170.17,56387148
2020-02-28,152.41,158.18,93174906
2020-03-02,165.31,162.01,97073557
2020-03-03,173.8,172.79,71030810
2020-03-04,168.49,164.51,71677019
2020-03-05,166.05,170.55,49814383
2020-03-06,162.61,166.27,47817251
2020-03-09,151.0,161.57,72821057
2020-03-10,158.16,150.62,70419274
2020-03-11,157.13,160.92,65354385
2020-03-12,145.3,153.63,56504304
2020-03-13,147.5,139.06,93226366
2020-03-16,140.0,158.83,92727446
2020-03-17,140.0,135.42,87905868
2020-03-18,138.0,146.57,81059817
2020-03-19,142.77,140.4,81593173
2020-03-20,146.0,142.71,85922661
2020-03-23,137.01,137.35,84866215
2020-03-24,143.75,135.98,78975176
2020-03-25,148.91,148.34,82516727
2020-03-26,148.4,146.92,75638224
2020-03-27,151.75,156.11,64694427
2020-03-30,152.44,149.7,57042291
2020-03-31,159.4,160.23,63420326
2020-04-01,153.0,157.71,77927186
2020-04-02,151.86,152.11,57969926
2020-04-03,155.1,155.26,49630735
2020-04-06,160.32,153.83,41243284
2020-04-07,169.59,165.27,67111697
2020-04-08,165.67,163.49,62769038
2020-04-09,166.36,165.13,48318234
2020-04-13,164.35,165.14,51431775
2020-04-14,169.0,165.51,41905264
2020-04-15,171.2,173.7,52874338
2020-04-16,174.3,171.88,40940833
2020-04-17,179.5,177.04,50479610
2020-04-20,176.63,178.6,52765625
2020-04-21,173.5,175.06,36669595
2020-04-22,171.39,167.82,56203749
2020-04-23,174.11,173.52,34651604
2020-04-24,172.06,171.42,32790804
2020-04-27,176.59,174.55,34305320
2020-04-28,175.59,174.05,33194384
2020-04-29,173.22,169.81,34392694
2020-04-30,180.0,177.43,51286559
2020-05-01,175.8,179.21,53875857
2020-05-04,174.49,174.57,39370474
2020-05-05,180.62,178.84,30372862
2020-05-06,182.08,180.76,36839168
2020-05-07,184.17,182.54,32139299
2020-05-08,184.98,183.6,28315992
2020-05-11,183.15,184.68,30912638
2020-05-12,186.8,186.74,30892660
2020-05-13,182.55,182.51,32038199
2020-05-14,177.54,179.75,44711488
2020-05-15,179.06,180.53,41873911
2020-05-18,185.75,183.16,46610382
2020-05-19,185.03,184.91,35306620
2020-05-20,184.81,183.63,26799116
2020-05-21,185.4,185.66,31261334
2020-05-22,183.19,183.43,29119513
2020-05-26,186.34,183.51,20826898
2020-05-27,180.2,181.57,36073609
2020-05-28,180.74,181.81,39517146
2020-05-29,182.73,181.4,33831824
2020-06-01,182.54,183.25,42146720
2020-06-02,184.25,182.83,22668821
2020-06-03,184.82,184.91,30794585
2020-06-04,184.3,185.36,27311016
2020-06-05,182.62,182.92,28761809
2020-06-08,185.94,187.2,39893643
2020-06-09,188.0,188.36,33211590
2020-06-10,191.13,189.8,29783916
2020-06-11,193.13,196.84,43872329
2020-06-12,190.54,186.27,52854672
2020-06-15,184.58,187.74,43373587
2020-06-16,192.89,188.94,32770189
2020-06-17,195.03,193.57,42556656
2020-06-18,194.0,194.24,25687822
2020-06-19,198.59,196.32,23061648
2020-06-22,195.79,195.15,44441141
2020-06-23,202.09,200.57,32818929
2020-06-24,201.6,201.91,30917447
2020-06-25,197.8,197.84,36740647
2020-06-26,199.73,200.34,27803933
2020-06-29,195.78,196.33,54675780
2020-06-30,197.88,198.44,26701586
2020-07-01,203.14,203.51,34310283
2020-07-02,205.68,204.7,32061206
2020-07-06,208.83,206.26,29315762
2020-07-07,210.45,210.7,31897629
2020-07-08,210.07,208.25,33600732
2020-07-09,216.33,212.83,33600025
2020-07-10,213.62,214.32,33121681
2020-07-13,214.48,213.67,26177633
2020-07-14,206.13,207.07,38135606
2020-07-15,209.56,208.35,37591820
2020-07-16,205.4,208.04,32179409
2020-07-17,204.47,203.92,29940653
2020-07-20,205.0,202.88,31635281
2020-07-21,213.66,211.6,36884836
2020-07-22,209.2,208.75,38105777
2020-07-23,207.19,211.75,49605692
2020-07-24,200.42,202.54,67457035
2020-07-27,201.47,201.3,39826989
2020-07-28,203.61,203.85,30160867
2020-07-29,202.5,202.02,23251388
2020-07-30,201.0,204.06,19632602
2020-07-31,204.4,203.9,25079596
2020-08-03,211.52,205.01,51247969
2020-08-04,214.17,216.54,78983009
2020-08-05,214.9,213.29,49280056
2020-08-06,212.34,212.94,28858621
2020-08-07,214.85,216.35,32656843
2020-08-10,211.67,212.48,27820421
2020-08-11,207.16,208.25,36716462
2020-08-12,205.29,203.38,36446459
2020-08-13,209.44,209.19,28041364
2020-08-14,208.76,208.7,22588870
2020-08-17,209.6,208.9,17958936
2020-08-18,210.53,210.28,20184757
2020-08-19,211.49,211.49,21336167
2020-08-20,209.54,209.7,27627561
2020-08-21,213.86,214.58,26981478
2020-08-24,214.79,213.02,36249319
2020-08-25,213.1,213.69,25460147
2020-08-26,217.88,216.47,23043696
2020-08-27,222.89,221.15,39600828
2020-08-28,228.18,226.58,57602195
2020-08-31,227.0,228.91,26292896
2020-09-01,225.51,225.53,28774156
2020-09-02,227.97,227.27,25791235
2020-09-03,229.27,231.65,34080839
2020-09-04,215.1,217.3,58400288
2020-09-08,206.5,214.25,59664072
2020-09-09,207.6,202.66,52924330
2020-09-10,213.4,211.29,45678986
2020-09-11,207.2,205.37,35461514
2020-09-14,204.24,204.03,33620073
2020-09-15,208.42,205.41,30375768
2020-09-16,210.62,208.78,21823942
2020-09-17,200.05,205.05,26372464
2020-09-18,202.8,202.91,34011257
2020-09-21,197.19,200.39,55225326
2020-09-22,205.06,202.54,39839657
2020-09-23,207.9,207.42,33517065
2020-09-24,199.85,200.59,30803780
2020-09-25,203.55,203.19,31202493
2020-09-28,210.88,207.82,29437312
2020-09-29,209.35,209.44,32004936
2020-09-30,207.73,207.26,24464472
2020-10-01,213.49,210.33,33829088
2020-10-02,208.0,212.46,27158418
2020-10-05,207.22,206.19,33154781
2020-10-06,208.82,210.38,21331561
2020-10-07,207.06,205.91,28554261
2020-10-08,210.51,209.83,25681054
2020-10-09,211.23,210.58,19925837
2020-10-12,218.79,215.81,26458047
2020-10-13,222.72,221.4,40461368
2020-10-14,223.0,222.86,28950843
2020-10-15,217.1,220.86,23451713
2020-10-16,220.15,219.66,22733064
2020-10-19,220.42,219.66,26057882
2020-10-20,215.8,214.22,27625841
2020-10-21,213.12,214.65,22753511
2020-10-22,213.93,214.8,22724906
2020-10-23,215.03,214.89,22351450
2020-10-26,213.85,216.23,18879608
2020-10-27,211.59,210.08,37111561
2020-10-28,207.67,213.25,36700325
2020-10-29,204.07,202.68,51195593
2020-10-30,203.5,204.72,31432563
2020-11-02,204.29,202.47,36980111
2020-11-03,203.89,202.33,30842163
2020-11-04,214.02,206.43,27512030
2020-11-05,222.04,216.39,42311777
2020-11-06,222.26,223.29,36080137
2020-11-09,224.44,223.72,25231895
2020-11-10,214.5,218.39,44394950
2020-11-11,212.39,211.01,44045120
2020-11-12,217.21,216.55,29440788
2020-11-13,216.36,215.44,21616115
2020-11-16,214.87,216.51,18630307
2020-11-17,216.1,217.23,24953344
2020-11-18,213.65,214.46,24154112
2020-11-19,211.38,211.08,28372789
2020-11-20,212.2,212.42,24792746
2020-11-23,210.95,210.39,22843119
2020-11-24,209.59,210.11,25683507
2020-11-25,215.11,213.86,33979731
2020-11-27,214.85,213.87,21012887
2020-11-30,214.1,215.23,14512213
2020-12-01,214.51,214.07,33064753
2020-12-02,214.88,216.21,30931318
2020-12-03,214.61,215.37,23724509
2020-12-04,214.22,214.24,25120922
2020-12-07,214.37,214.36,24666039
2020-12-08,213.97,214.29,24619997
2020-12-09,215.16,216.01,23284094
2020-12-10,211.77,211.8,32440603
2020-12-11,210.05,210.52,26467017
2020-12-14,213.1,213.26,30979440
2020-12-15,215.17,214.2,28798379
2020-12-16,214.75,214.13,27018106
2020-12-17,219.87,219.28,35023253
2020-12-18,218.59,219.42,32515784
2020-12-21,217.55,218.59,63354922
2020-12-22,222.69,222.59,37181886
2020-12-23,223.11,223.94,22643397
2020-12-24,221.42,221.02,18699638
2020-12-28,224.45,222.75,10550572
2020-12-29,226.31,224.96,17933496
2020-12-30,225.23,224.15,17403213
2020-12-31,221.7,221.68,20272337
2021-01-04,222.53,222.42,20942132
2021-01-05,217.26,217.69,37130139
2021-01-06,212.17,217.9,23822953
2021-01-07,214.04,212.25,35930653
2021-01-08,218.68,218.29,27694480
2021-01-11,218.47,219.62,22956206
2021-01-12,216.5,217.49,23047029
2021-01-13,214.02,214.93,23249336
2021-01-14,215.91,216.34,20087080
2021-01-15,213.52,213.02,29346737
2021-01-19,213.75,212.65,31746512
2021-01-20,217.7,216.44,30480859
2021-01-21,224.7,224.34,37777260
2021-01-22,227.08,224.97,30749553
2021-01-25,229.12,225.95,30172663
2021-01-26,231.86,229.53,33152095
2021-01-27,238.0,232.33,49169601
2021-01-28,235.61,232.9,69870638
2021-01-29,235.99,238.93,49111159
2021-02-01,235.06,231.96,42503138
2021-02-02,241.3,239.65,33314193
2021-02-03,239.57,239.51,25916337
2021-02-04,242.66,243.0,27158104
2021-02-05,242.23,242.01,25296100
2021-02-08,243.15,242.2,18054752
2021-02-09,241.87,242.47,22211929
2021-02-10,245.0,243.77,23564953
2021-02-11,244.78,242.82,22186706
2021-02-12,243.93,244.49,15751059
2021-02-16,245.03,244.99,16561079
2021-02-17,241.32,243.7,26728490
2021-02-18,241.8,244.2,21673109
2021-02-19,243.75,243.79,16925563
2021-02-22,237.42,240.97,25262600
2021-02-23,230.33,234.51,36446936
2021-02-24,230.01,233.27,30228704
2021-02-25,232.08,234.55,26339746
2021-02-26,231.53,228.99,39542235
2021-03-01,235.9,232.38,37819227
2021-03-02,237.01,236.94,25332837
2021-03-03,232.16,233.87,22812459
2021-03-04,226.74,227.56,34029526
2021-03-05,229.52,226.73,44727785
2021-03-08,231.37,231.6,41872770
2021-03-09,232.88,227.39,35267440
2021-03-10,237.0,233.78,33080531
2021-03-11,234.96,232.42,29746812
2021-03-12,234.01,237.13,29907586
2021-03-15,234.96,235.75,22653662
2021-03-16,236.28,234.81,26042669
2021-03-17,236.15,237.71,28092196
2021-03-18,232.56,237.04,29562100
2021-03-19,231.02,230.72,34852251
2021-03-22,230.27,230.35,46430730
2021-03-23,237.49,235.99,30127005
2021-03-24,237.85,237.58,31638376
2021-03-25,235.3,235.46,25620127
2021-03-26,231.55,232.34,34061853
2021-03-29,236.59,236.48,25479853
2021-03-30,233.53,235.24,25227455
2021-03-31,232.91,231.85,24792012
